index,QaA,QaE,QbA,QbE,QcA,QcE,QdA,QdE,QeA,QeE,QfA,QfE,QgA,QgE,QhA,QhE,QiA,QiE,QjA,QjE,QkA,QkE,QlA,QlE,QmA,QmE,QnA,QnE,QoA,QoE,QpA,QpE,QqA,QqE,QrA,QrE,QsA,QsE,QtA,QtE,age_group,education,engnat,familysize,gender,hand,married,race,religion,tp01,tp02,tp03,tp04,tp05,tp06,tp07,tp08,tp09,tp10,urban,voted,wf_01,wf_02,wf_03,wr_01,wr_02,wr_03,wr_04,wr_05,wr_06,wr_07,wr_08,wr_09,wr_10,wr_11,wr_12,wr_13
30006,3.0,388,2.0,738,5.0,838,1.0,590,1.0,871,1.0,326,3.0,480,5.0,694,2.0,1513,5.0,511,3.0,1106,5.0,934,5.0,618,1.0,410,3.0,1365,4.0,730,2.0,525,3.0,2971,4.0,759,4.0,1138,20s,3,1,0,Female,1,1,Other,Other,0,5,0,5,1,2,0,6,0,5,3,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
30007,3.0,830,4.0,191,5.0,677,1.0,717,3.0,2014,3.0,1540,1.0,481,5.0,1469,2.0,1227,5.0,1402,5.0,1420,1.0,1316,4.0,1734,4.0,931,2.0,901,4.0,1382,2.0,1779,4.0,2492,3.0,1736,4.0,798,40s,4,1,4,Female,1,2,White,Christian_Protestant,5,2,1,1,1,1,2,1,3,6,3,2,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
30008,1.0,925,1.0,969,4.0,1191,1.0,4545,1.0,2546,1.0,642,2.0,1478,2.0,1332,5.0,2844,2.0,1365,5.0,1050,5.0,1864,5.0,727,4.0,498,2.0,1167,1.0,729,2.0,1763,4.0,1041,3.0,4042,1.0,942,40s,3,2,1,Male,1,3,White,Christian_Catholic,1,0,5,2,0,6,0,3,2,6,3,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1
30009,1.0,345,4.0,1486,5.0,713,1.0,1410,2.0,901,1.0,393,5.0,1021,2.0,1499,2.0,2713,3.0,1883,2.0,1150,5.0,1679,5.0,711,2.0,718,4.0,969,5.0,1336,3.0,968,1.0,893,4.0,855,4.0,2016,10s,2,2,2,Male,2,1,White,Agnostic,6,1,3,1,1,0,5,3,4,1,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
30010,4.0,702,4.0,2475,5.0,964,2.0,1074,1.0,2168,2.0,2189,5.0,466,2.0,3107,3.0,1355,4.0,3227,4.0,2297,4.0,1949,4.0,961,5.0,881,4.0,1654,5.0,1959,3.0,1305,4.0,976,4.0,2024,2.0,2760,10s,2,1,2,Male,3,1,Native American,Other,3,2,0,0,1,1,2,1,4,2,3,2,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0
30011,4.0,357,2.0,1305,4.0,1401,2.0,665,1.0,1008,1.0,585,2.0,747,2.0,3970,2.0,3474,2.0,1647,4.0,776,5.0,804,1.0,580,2.0,631,1.0,974,2.0,2050,4.0,568,2.0,950,1.0,568,1.0,835,30s,4,1,3,Male,1,3,White,Agnostic,4,2,1,6,3,0,2,5,1,2,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
30012,5.0,1216,5.0,1373,5.0,1180,1.0,2179,1.0,1187,5.0,1110,5.0,1196,1.0,4484,5.0,1940,5.0,6004,5.0,1404,5.0,3553,1.0,1227,5.0,4759,1.0,1439,1.0,3604,5.0,807,1.0,1207,5.0,1970,5.0,1060,+70s,2,1,2,Male,1,3,White,Christian_Catholic,0,0,0,0,0,6,0,6,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
30013,1.0,507,5.0,992,5.0,626,1.0,831,1.0,1912,1.0,627,1.0,809,3.0,2187,1.0,1790,5.0,1138,3.0,1796,5.0,2490,3.0,1170,1.0,1171,3.0,1229,5.0,1273,2.0,912,1.0,714,4.0,2053,1.0,1559,20s,3,1,1,Male,1,1,White,Other,5,1,2,4,0,0,3,3,3,6,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
30014,3.0,134,2.0,854,4.0,821,4.0,934,1.0,413,1.0,373,4.0,675,3.0,1058,3.0,1109,2.0,1480,3.0,893,4.0,793,4.0,944,3.0,620,2.0,789,4.0,405,4.0,291,3.0,864,4.0,348,4.0,778,10s,2,1,0,Male,1,1,White,Atheist,4,2,2,3,2,4,3,2,0,2,2,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1
30015,4.0,466,1.0,627,3.0,647,3.0,574,2.0,977,4.0,472,3.0,433,1.0,805,5.0,796,2.0,664,5.0,577,5.0,552,2.0,700,4.0,371,2.0,519,1.0,950,3.0,583,2.0,674,3.0,225,1.0,952,10s,2,1,3,Female,1,1,White,Christian_Other,5,2,1,0,3,1,1,4,3,6,3,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1
30016,1.0,463,5.0,1103,5.0,693,1.0,567,1.0,775,2.0,389,3.0,1046,2.0,1447,5.0,1764,5.0,2771,5.0,1135,3.0,1022,5.0,947,2.0,871,5.0,723,4.0,1066,3.0,766,2.0,1669,5.0,434,5.0,801,10s,2,1,0,Male,1,1,White,Christian_Other,3,0,0,6,2,0,1,6,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30017,2.0,1046,2.0,2930,2.0,2291,2.0,6376,1.0,2823,1.0,1644,4.0,3528,1.0,1856,4.0,14785,4.0,12998,4.0,6481,5.0,2901,5.0,2829,1.0,688,4.0,10306,2.0,1400,5.0,1722,1.0,1031,4.0,1926,2.0,2045,20s,2,2,2,Male,1,1,White,Christian_Catholic,5,1,1,1,2,3,4,6,3,5,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
30018,1.0,257,5.0,1606,5.0,493,1.0,608,1.0,1171,1.0,380,1.0,969,5.0,1132,1.0,1444,5.0,635,1.0,793,5.0,4625,5.0,569,1.0,342,5.0,596,5.0,503,1.0,304,1.0,516,5.0,405,5.0,1239,20s,2,1,5,Male,1,1,White,Other,3,5,1,6,0,1,4,5,0,6,3,2,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
30019,2.0,649,3.0,960,4.0,1181,1.0,961,1.0,1326,1.0,414,1.0,472,5.0,1309,4.0,1147,2.0,971,5.0,122,5.0,1974,4.0,688,1.0,256,2.0,1333,1.0,706,3.0,443,1.0,972,1.0,402,5.0,944,20s,3,1,2,Male,1,2,White,Christian_Protestant,5,2,0,2,0,1,3,6,0,2,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
30020,1.0,402,5.0,798,5.0,505,4.0,1773,1.0,1712,5.0,586,5.0,984,5.0,1266,2.0,2512,5.0,978,5.0,943,5.0,1090,4.0,1211,4.0,801,5.0,733,5.0,598,1.0,181,2.0,862,5.0,335,5.0,447,20s,3,2,2,Female,1,1,Asian,Muslim,1,2,4,0,0,5,1,2,4,6,2,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1
30021,1.0,592,2.0,2540,4.0,1705,1.0,503,1.0,1090,1.0,624,2.0,1059,2.0,2869,3.0,3314,5.0,872,5.0,2426,5.0,841,4.0,692,2.0,562,4.0,1269,5.0,672,2.0,943,4.0,3909,5.0,1138,3.0,4631,30s,4,1,2,Female,1,2,White,Agnostic,0,1,0,5,1,6,1,6,2,5,2,2,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
30022,1.0,380,3.0,1437,3.0,1212,1.0,737,1.0,995,2.0,434,2.0,669341,4.0,2628,4.0,2410,4.0,1186,3.0,1843,5.0,964,5.0,429,4.0,546,4.0,895,2.0,723,2.0,1206,5.0,1275,3.0,777,2.0,1033,20s,3,1,3,Male,1,1,White,Atheist,4,1,3,3,2,1,2,2,1,2,1,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
30023,1.0,837,3.0,1466,4.0,1063,2.0,1541,3.0,1376,2.0,946,3.0,985,1.0,2143,4.0,2713,1.0,1235,5.0,1436,5.0,964,4.0,743,1.0,918,4.0,1296,3.0,926,4.0,468,5.0,1345,4.0,957,5.0,2176,40s,2,2,2,Female,1,3,Other,Christian_Catholic,0,2,4,4,1,6,0,2,3,2,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
30024,2.0,940,1.0,1437,4.0,1046,2.0,2313,3.0,2129,2.0,1265,1.0,1186,1.0,986,5.0,1800,2.0,1470,5.0,936,5.0,1780,4.0,1535,2.0,1002,2.0,1406,5.0,900,3.0,1427,4.0,1382,3.0,1372,1.0,1036,30s,3,1,2,Male,2,1,White,Other,4,2,0,2,0,2,1,2,4,6,3,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
30025,5.0,666,1.0,2252,4.0,2168,2.0,2740,1.0,835,3.0,866,2.0,1135,1.0,2123,5.0,1871,3.0,2238,5.0,933,5.0,1666,5.0,797,4.0,568,3.0,978,1.0,990,3.0,1116,5.0,1293,3.0,849,1.0,895,50s,3,1,3,Female,1,3,White,Christian_Protestant,1,5,0,6,0,1,1,6,0,5,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
30026,4.0,1965,4.0,1780,4.0,1715,1.0,915,1.0,683,4.0,922,4.0,1899,1.0,2166,5.0,2542,5.0,2883,5.0,1165,4.0,1808,4.0,2157,4.0,2485,4.0,4835,1.0,920,4.0,658,5.0,1760,4.0,2398,1.0,276,60s,4,1,3,Female,1,2,White,Other,5,2,0,1,1,0,0,6,1,5,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30027,1.0,759,4.0,13325,5.0,872,1.0,1094,1.0,3885,1.0,2330,1.0,1542,4.0,11397,2.0,4522,5.0,5841,3.0,14080,5.0,1030,5.0,1081,2.0,9998,5.0,784,2.0,5330,1.0,1521,4.0,17459,4.0,16987,4.0,12711,20s,3,2,4,Female,1,1,White,Atheist,1,0,1,0,2,0,5,6,5,6,1,2,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
30028,2.0,4493,1.0,7864,1.0,3755,1.0,1017,1.0,1801,1.0,588,4.0,1043,3.0,3030,2.0,9864,1.0,1432,5.0,5011,5.0,1379,1.0,5987,1.0,525,4.0,402,3.0,1858,4.0,9783,3.0,15420,5.0,4120,4.0,1994,40s,3,1,2,Male,1,1,White,Atheist,6,3,0,6,0,0,4,4,0,6,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
30029,2.0,304,5.0,835,5.0,488,1.0,449,2.0,603,2.0,534,1.0,578,4.0,1316,2.0,928,5.0,793,3.0,1284,5.0,643,5.0,378,1.0,323,4.0,1443,4.0,853,1.0,295,1.0,957,4.0,483,5.0,564,30s,3,1,4,Female,1,1,White,Agnostic,1,3,3,5,1,6,2,2,4,6,1,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
30030,1.0,2304,5.0,646,4.0,945,2.0,681,4.0,1343,4.0,658,2.0,802,1.0,1118,5.0,1663,4.0,1465,5.0,1076,5.0,1436,4.0,1095,5.0,538,3.0,750,2.0,939,4.0,1225,5.0,126,5.0,858,1.0,573,10s,2,1,6,Female,1,1,White,Atheist,0,6,0,1,0,6,0,6,6,3,3,2,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1
30031,1.0,443,5.0,973,5.0,616,1.0,665,1.0,703,1.0,374,1.0,812,4.0,1151,2.0,1489,5.0,731,2.0,4945,5.0,615,5.0,794,2.0,289,5.0,563,2.0,545,2.0,427,3.0,985,4.0,316,4.0,818,20s,4,1,3,Male,1,1,White,Atheist,5,3,6,2,2,1,6,0,6,4,2,2,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1
30032,5.0,246,4.0,909,4.0,684,4.0,1276,1.0,628,5.0,520,4.0,780,4.0,995,5.0,1897,4.0,758,4.0,960,4.0,1204,5.0,177,5.0,422,1.0,734,1.0,1536,5.0,320,4.0,790,2.0,719,3.0,708,60s,4,1,7,Female,1,1,White,Agnostic,7,7,1,7,7,2,7,7,1,7,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
30033,2.0,456,4.0,730,3.0,623,1.0,1226,2.0,1027,2.0,678,4.0,461,1.0,1563,4.0,1516,4.0,1113,5.0,617,5.0,1045,4.0,567,2.0,546,1.0,3892,1.0,438,4.0,1134,3.0,543,4.0,421,1.0,1109,10s,2,1,1,Male,1,1,White,Atheist,2,2,2,1,0,5,0,1,5,5,1,2,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
30034,2.0,12435,2.0,5712,4.0,3787,1.0,2970,2.0,5937,1.0,5649,3.0,46785,4.0,4705,2.0,4234,4.0,17456,4.0,9159,5.0,4283,4.0,12719,2.0,3917,4.0,11251,4.0,4140,3.0,2972,2.0,2869,4.0,4063,3.0,4574,40s,3,2,3,Male,1,2,Asian,Agnostic,1,5,1,5,1,3,1,2,1,5,3,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
30035,3.0,1560,1.0,1850,2.0,901,2.0,1831,3.0,1957,4.0,1913,4.0,1169,1.0,3917,4.0,2953,1.0,3075,5.0,1819,3.0,1785,2.0,1317,4.0,654,2.0,4964,2.0,1319,4.0,524,5.0,3570,3.0,2957,2.0,7088,40s,2,1,2,Female,1,3,White,Christian_Other,1,2,2,2,2,2,1,5,2,4,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
30036,1.0,249,4.0,1734,2.0,617,1.0,880,1.0,1610,2.0,830,1.0,710,2.0,1871,4.0,2548,4.0,1540,4.0,927,4.0,702,4.0,1104,5.0,794,2.0,798,4.0,662,3.0,1458,3.0,1004,4.0,548,1.0,872,20s,2,1,2,Male,3,1,White,Atheist,2,2,3,2,1,1,4,2,2,6,0,2,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1
30037,4.0,1105,1.0,1040,2.0,2479,1.0,3278,5.0,2085,3.0,1498,1.0,3495,1.0,1321,4.0,1561,2.0,1734,5.0,1208,3.0,2406,2.0,2673,5.0,473,1.0,768,4.0,1992,3.0,1364,4.0,2601,1.0,709,2.0,675,30s,3,2,2,Female,1,1,White,Christian_Catholic,4,2,3,3,0,1,1,5,4,6,3,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0
30038,2.0,648,5.0,1762,5.0,575,1.0,818,4.0,1210,1.0,1891,5.0,631,1.0,262,5.0,1243,5.0,1637,5.0,689,5.0,1369,3.0,1454,4.0,587,2.0,656,2.0,1411,4.0,448,2.0,1804,2.0,529,1.0,1230,10s,3,2,2,Female,1,1,Black,Christian_Other,0,2,5,1,2,5,0,2,2,3,2,2,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1
30039,2.0,893,5.0,573,5.0,902,2.0,1190,1.0,904,1.0,694,4.0,1254,3.0,2069,2.0,2156,4.0,1814,4.0,1156,5.0,1394,5.0,606,4.0,477,4.0,887,4.0,629,2.0,540,5.0,2106,5.0,576,5.0,808,10s,1,1,0,Male,1,1,White,Atheist,5,2,2,6,1,0,1,2,1,1,2,2,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1
30040,2.0,602,4.0,2967,4.0,574,2.0,926,1.0,1764,4.0,1439,3.0,2964,1.0,1037,4.0,2747,2.0,1105,5.0,484,5.0,1000,4.0,1257,4.0,470,5.0,828,3.0,752,1.0,389,5.0,752,1.0,296,2.0,1052,10s,1,2,1,Female,1,1,White,Agnostic,2,2,2,0,3,4,0,3,6,5,2,2,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1
30041,1.0,428,4.0,2136,5.0,2256,2.0,1153,1.0,1144,1.0,847,1.0,743,2.0,1962,1.0,6196,4.0,1182,2.0,1442,5.0,2386,4.0,1855,2.0,831,4.0,830,4.0,1249,2.0,767,2.0,3272,5.0,965,4.0,1052,10s,2,1,7,Male,1,1,Black,Other,6,1,1,6,1,0,2,4,1,5,2,2,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1
30042,4.0,453,2.0,1309,1.0,864,4.0,1510,1.0,1378,5.0,623,5.0,790,1.0,1258,1.0,1702,1.0,959,5.0,625,5.0,837,1.0,1252,5.0,367,1.0,660,1.0,927,5.0,453,1.0,2669,4.0,945,1.0,784,20s,2,1,0,Female,1,1,Native American,Other,4,2,0,2,1,0,0,6,0,6,2,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
30043,3.0,398,3.0,830,2.0,778,1.0,722,3.0,726,3.0,497,1.0,393,2.0,1305,4.0,1454,4.0,641,5.0,555,5.0,757,2.0,963,2.0,467,2.0,427,2.0,646,4.0,811,2.0,756,4.0,541,2.0,471,20s,3,1,3,Female,1,1,White,Atheist,4,2,0,2,1,2,2,2,2,6,2,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
30044,5.0,238,5.0,1486,5.0,353,1.0,194,3.0,1045,1.0,312,1.0,450,5.0,1519,4.0,7701,2.0,1329,4.0,969,5.0,2073,5.0,1509,1.0,1227,4.0,497,5.0,332,4.0,1063,2.0,397,5.0,402,5.0,373,20s,4,1,2,Female,1,2,Asian,Agnostic,4,6,2,1,0,0,2,0,3,5,2,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1
30045,1.0,453,5.0,1925,5.0,955,1.0,908,1.0,1478,1.0,1053,5.0,823,5.0,1623,1.0,3205,5.0,1337,1.0,1103,5.0,3058,5.0,1063,1.0,1413,5.0,941,5.0,1363,1.0,920,1.0,1142,5.0,1153,5.0,2816,30s,2,1,3,Male,1,2,Asian,Hindu,0,1,1,1,0,6,5,3,6,6,3,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
30046,4.0,363,2.0,1367,2.0,676,4.0,815,4.0,827,4.0,457,2.0,670,1.0,1127,4.0,2045,1.0,1119,5.0,714,5.0,904,4.0,661,5.0,322,4.0,848,1.0,505,4.0,438,3.0,573,1.0,539,2.0,459,10s,2,2,4,Female,1,1,White,Atheist,5,2,2,1,4,0,2,4,4,4,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1
30047,1.0,380,5.0,580,5.0,467,1.0,425,1.0,570,1.0,270,1.0,589,5.0,1045,1.0,778,5.0,651,1.0,868,5.0,779,5.0,692,1.0,275,5.0,525,5.0,576,1.0,460,1.0,1553,5.0,295,5.0,518,20s,2,1,2,Female,1,2,White,Atheist,6,0,6,0,0,3,6,0,6,6,3,2,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1
30048,1.0,366,3.0,3686,4.0,899,1.0,986,5.0,3268,1.0,328,5.0,1193,3.0,7581,2.0,1638,2.0,1385,5.0,1233,5.0,1117,5.0,2585,2.0,615,4.0,1514,5.0,947,4.0,981,2.0,3654,4.0,772,3.0,1293,20s,3,1,3,Female,1,1,White,Other,5,0,1,0,3,0,1,6,2,3,2,2,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
30049,2.0,134,3.0,2699,4.0,2118,1.0,723,3.0,1223,3.0,1075,5.0,578,1.0,1372,5.0,1499,4.0,1332,4.0,1454,5.0,943,1.0,1163,5.0,433,2.0,1293,1.0,1093,2.0,116,3.0,262,3.0,746,2.0,135,10s,1,1,3,Male,1,1,White,Atheist,3,3,1,1,1,2,0,4,3,1,2,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
30050,2.0,1136,1.0,130,1.0,733,1.0,1074,1.0,777,1.0,597,2.0,761,2.0,2139,4.0,4750,4.0,1440,2.0,2136,5.0,1451,5.0,1345,1.0,416,1.0,731,2.0,1216,5.0,634,3.0,3420,3.0,164,4.0,832,10s,2,1,0,Female,1,1,White,Atheist,5,1,2,2,0,1,3,1,5,6,2,2,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1
30051,2.0,628,2.0,1250,3.0,669,3.0,718,2.0,1076,2.0,566,2.0,578,1.0,774,3.0,1540,4.0,1924,5.0,1169,4.0,990,3.0,505,3.0,361,4.0,661,1.0,2436,3.0,438,5.0,651,1.0,561,5.0,1180,30s,4,1,3,Female,2,3,White,Christian_Protestant,5,5,1,4,0,2,3,3,3,3,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
30052,1.0,347,4.0,1038,5.0,464,1.0,792,1.0,554,1.0,425,1.0,669,4.0,1310,2.0,1712,5.0,840,3.0,919,5.0,1185,5.0,891,1.0,399,5.0,600,5.0,538,1.0,551,1.0,1539,5.0,461,3.0,1180,30s,3,1,3,Male,1,3,White,Agnostic,1,0,0,6,0,5,2,2,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1
30053,1.0,381,1.0,1002,4.0,668,3.0,1111,3.0,1755,5.0,969,5.0,1315,1.0,696,5.0,905,1.0,868,5.0,617,5.0,1229,1.0,747,3.0,578,1.0,557,1.0,717,4.0,388,2.0,942,1.0,601,1.0,582,40s,4,1,3,Female,1,3,White,Christian_Other,0,5,0,2,0,2,0,6,4,6,2,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
30054,4.0,476,2.0,892,2.0,1504,1.0,735,2.0,1699,2.0,514,2.0,442,1.0,1249,5.0,2339,2.0,1164,4.0,949,4.0,862,2.0,707,2.0,411,3.0,1150,1.0,837,2.0,494,2.0,1078,2.0,504,2.0,788,50s,4,1,1,Female,1,2,White,Christian_Catholic,1,6,2,6,0,5,1,6,2,4,2,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1
30055,3.0,608,3.0,892,4.0,14120,1.0,1190,2.0,1524,2.0,437,1.0,1002,3.0,1497,5.0,1941,4.0,884,5.0,801,4.0,1258,1.0,829,2.0,858,1.0,980,4.0,879,2.0,744,3.0,993,3.0,1593,1.0,1260,50s,4,1,1,Female,1,2,Other,Other,2,5,2,4,2,4,0,4,1,6,1,2,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
30056,2.0,360,3.0,855,1.0,834,3.0,759,2.0,1339,4.0,611,5.0,914,4.0,2638,5.0,1121,2.0,1656,5.0,595,3.0,2231,4.0,1809,5.0,726,3.0,579,4.0,903,5.0,619,5.0,1849,3.0,540,1.0,1721,10s,2,1,2,Male,1,1,White,Christian_Catholic,3,4,1,2,1,2,1,5,0,6,2,2,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1
30057,2.0,437,2.0,1159,4.0,1551,2.0,691,2.0,888,1.0,638,2.0,1139,2.0,1360,3.0,2440,2.0,926,5.0,666,5.0,576,2.0,895,4.0,697,1.0,574,2.0,1332,5.0,549,2.0,804,4.0,475,1.0,1096,20s,3,1,4,Male,1,1,White,Other,2,4,2,2,2,2,2,5,2,5,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
30058,5.0,794,4.0,1285,4.0,2728,2.0,1296,2.0,2669,1.0,1351,4.0,1058,2.0,1173,4.0,1193,4.0,931,5.0,1003,5.0,1602,5.0,1224,4.0,906,4.0,1226,4.0,1114,4.0,516,2.0,1278,4.0,1032,4.0,1123,10s,2,1,2,Female,1,1,Asian,Muslim,6,2,1,1,0,0,1,5,2,5,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
30059,1.0,375,4.0,1654,5.0,2996,1.0,723,1.0,715,1.0,1013,1.0,818,1.0,1409,1.0,990,5.0,848,1.0,1010,5.0,876,5.0,370,1.0,340,5.0,990,5.0,1049,1.0,1292,1.0,488,5.0,329,5.0,380,20s,2,1,1,Male,2,1,White,Atheist,6,0,4,1,6,5,6,1,6,6,2,2,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
30060,4.0,1992,1.0,2618,1.0,2099,2.0,1465,4.0,2343,1.0,682,4.0,3463,1.0,3758,5.0,2929,4.0,2176,5.0,1358,5.0,1811,4.0,2247,1.0,1132,4.0,2047,1.0,1306,4.0,1358,5.0,2164,3.0,2364,1.0,1122,60s,3,1,3,Male,1,3,White,Agnostic,5,2,2,0,0,0,0,5,2,6,2,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30061,3.0,628,1.0,1010,2.0,1641,1.0,1030,3.0,1683,2.0,518,2.0,887,1.0,641,4.0,5917,1.0,1361,4.0,3627,5.0,1474,4.0,529,2.0,589,2.0,880,2.0,855,4.0,897,2.0,604,5.0,626,1.0,809,30s,4,1,3,Female,1,1,White,Atheist,6,1,1,2,1,4,4,5,3,2,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
30062,1.0,456,3.0,1016,5.0,670,1.0,112,2.0,685,2.0,481,2.0,526,2.0,971,3.0,94,3.0,792,4.0,1787,4.0,859,4.0,735,1.0,1205,4.0,704,1.0,776,4.0,433,5.0,574,4.0,395,4.0,1480,20s,3,1,1,Female,1,1,White,Atheist,5,2,1,0,0,1,3,2,4,6,2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
30063,2.0,639,4.0,1237,5.0,751,1.0,1404,3.0,852,3.0,608,1.0,468,5.0,650,3.0,1232,5.0,827,2.0,1707,5.0,1716,4.0,741,2.0,596,5.0,558,5.0,612,3.0,481,5.0,784,5.0,1177,4.0,615,10s,3,2,2,Male,1,1,Asian,Christian_Catholic,4,6,3,6,0,0,2,5,0,3,3,2,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1
30064,1.0,430,4.0,1121,3.0,867,1.0,893,1.0,790,1.0,410,1.0,1079,4.0,1701,1.0,1385,4.0,1269,1.0,1085,5.0,736,4.0,575,1.0,316,5.0,674,4.0,1014,3.0,358,1.0,564,5.0,521,2.0,701,20s,3,2,3,Male,1,1,Asian,Muslim,0,2,0,6,2,6,0,5,0,6,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
30065,1.0,854,1.0,1403,3.0,1323,1.0,901,3.0,1385,4.0,1268,3.0,830,1.0,1280,3.0,1651,4.0,1628,3.0,1545,3.0,1909,1.0,2108,1.0,520,4.0,146,3.0,973,1.0,543,3.0,1357,4.0,665,4.0,1096,20s,4,2,3,Female,1,1,Asian,Agnostic,1,2,2,1,0,6,0,6,1,3,2,2,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1
30066,4.0,1309,5.0,1578,5.0,1504,4.0,1304,5.0,1524,4.0,1038,4.0,987,5.0,2344,4.0,6067,5.0,1980,5.0,2005,5.0,1969,5.0,1803,4.0,1480,5.0,916,2.0,2159,4.0,1835,4.0,1217,5.0,1141,5.0,1849,+70s,3,1,2,Male,1,2,White,Christian_Other,2,3,1,6,0,3,1,6,0,6,3,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
30067,1.0,461,1.0,1090,4.0,520,1.0,597,1.0,885,1.0,350,1.0,507,1.0,904,4.0,1336,4.0,864,5.0,628,5.0,498,5.0,705,1.0,350,1.0,659,4.0,1201,3.0,499,2.0,696,1.0,610,2.0,604,20s,3,1,3,Male,1,1,White,Agnostic,1,1,1,1,0,2,4,6,4,2,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
30068,3.0,1194,1.0,1528,3.0,1057,1.0,1085,1.0,1269,5.0,1158,5.0,617,5.0,1282,4.0,2662,3.0,1613,5.0,937,1.0,1337,1.0,354,5.0,1104,1.0,1724,1.0,1204,3.0,902,5.0,1079,1.0,1161,2.0,1161,40s,3,1,4,Male,2,3,White,Christian_Other,3,6,3,2,2,1,0,6,3,6,1,2,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
30069,2.0,719,1.0,1204,4.0,656,1.0,973,2.0,935,1.0,422,3.0,716,2.0,1482,5.0,1266,2.0,1024,5.0,719,5.0,742,4.0,687,1.0,658,2.0,906,2.0,848,3.0,839,2.0,675,5.0,511,2.0,820,10s,2,1,2,Male,2,1,White,Atheist,5,4,5,2,1,4,4,0,1,6,2,2,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
